YEAR,STATE_COUNTY,INCINEQUALITY
2017,GA_FRANKLIN,4.996
2017,AR_CRITTENDEN,4.996
2017,VA_FREDERICKSBURG,4.996
2017,KY_MASON,4.991
2017,OK_WOODS,4.99
2017,TX_HUDSPETH,4.989
2017,KY_CASEY,4.988
2017,SD_GREGORY,4.985
2017,NC_VANCE,4.985
2017,NC_MONTGOMERY,4.985
2017,PA_FAYETTE,4.985
2017,TX_PALOPINTO,4.983
2017,VA_DICKENSON,4.982
2017,AZ_SANTACRUZ,4.978
2017,TN_ANDERSON,4.977
2017,ND_MCKENZIE,4.976
2017,MS_LEE,4.972
2017,OH_LAWRENCE,4.971
2017,TX_VALVERDE,4.97
2017,NC_NEWHANOVER,4.97
2017,NY_BROOME,4.969
2017,VA_TAZEWELL,4.968
2017,OK_ELLIS,4.967
2017,MD_ALLEGANY,4.965
2017,WV_ROANE,4.965
2017,WV_TYLER,4.965
2017,WV_TUCKER,4.963
2017,NC_DURHAM,4.962
2017,MI_KALAMAZOO,4.961
2017,TX_WHARTON,4.96
2017,MS_GREENE,4.959
2017,NY_ONONDAGA,4.958
2017,GA_MILLER,4.958
2017,MS_MADISON,4.957
2017,MO_PUTNAM,4.956
2017,FL_JEFFERSON,4.955
2017,KY_HARLAN,4.955
2017,NC_FORSYTH,4.954
2017,IA_JEFFERSON,4.953
2017,MO_PHELPS,4.953
2017,TN_HAMILTON,4.952
2017,KY_NICHOLAS,4.95
2017,CA_CALAVERAS,4.949
2017,AR_CALHOUN,4.949
2017,AR_CROSS,4.948
2017,TN_FAYETTE,4.947
2017,GA_STEPHENS,4.946
2017,MA_NORFOLK,4.946
2017,TN_HARDIN,4.946
2017,VA_DANVILLE,4.943
2017,TN_MCMINN,4.942
2017,MI_MARQUETTE,4.942
2017,VA_NORFOLK,4.942
2017,KY_JEFFERSON,4.941
2017,NC_CHOWAN,4.94
2017,TX_WILBARGER,4.94
2017,MS_YALOBUSHA,4.939
2017,IA_DECATUR,4.938
2017,AR_JACKSON,4.936
2017,TX_GOLIAD,4.936
2017,LA_JEFFERSON,4.935
2017,NC_BEAUFORT,4.934
2017,GA_SEMINOLE,4.933
2017,TX_HARRISON,4.932
2017,GA_BUTTS,4.932
2017,NM_VALENCIA,4.932
2017,KS_STEVENS,4.931
2017,MS_LEAKE,4.931
2017,IL_MCLEAN,4.93
2017,OK_OKFUSKEE,4.93
2017,AR_IZARD,4.929
2017,AR_PHILLIPS,4.928
2017,VA_LANCASTER,4.927
2017,VA_WILLIAMSBURG,4.927
2017,LA_LAFOURCHE,4.926
2017,NC_WILKES,4.926
2017,SD_FALLRIVER,4.925
2017,MO_MORGAN,4.925
2017,OH_GALLIA,4.925
2017,TX_BURLESON,4.924
2017,TN_HARDEMAN,4.922
2017,WV_CALHOUN,4.922
2017,NJ_ATLANTIC,4.921
2017,OK_BRYAN,4.921
2017,OK_CUSTER,4.92
2017,CA_ELDORADO,4.92
2017,NC_STOKES,4.919
2017,CA_KERN,4.918
2017,FL_MARTIN,4.918
2017,OK_OKMULGEE,4.918
2017,SC_GREENVILLE,4.916
2017,KY_BOURBON,4.916
2017,NC_EDGECOMBE,4.915
2017,KS_SMITH,4.915
2017,NY_QUEENS,4.914
2017,MA_BERKSHIRE,4.913
2017,KY_MONROE,4.913
2017,GA_DEKALB,4.913
2017,KY_CALDWELL,4.913
2017,OH_JEFFERSON,4.91
2017,TN_OBION,4.91
2017,OR_LANE,4.908
2017,OK_SEQUOYAH,4.907
2017,MN_POLK,4.903
2017,WV_RALEIGH,4.903
2017,NC_WARREN,4.902
2017,OH_MONTGOMERY,4.901
2017,MS_LINCOLN,4.901
2017,NC_CLEVELAND,4.899
2017,VA_ACCOMACK,4.898
2017,KS_CRAWFORD,4.898
2017,CA_SACRAMENTO,4.898
2017,GA_MONTGOMERY,4.897
2017,LA_ALLEN,4.896
2017,MS_SIMPSON,4.896
2017,IL_SANGAMON,4.896
2017,IL_DEKALB,4.896
2017,VA_SUSSEX,4.895
2017,AK_DILLINGHAMCENSUSARE,4.894
2017,IL_UNION,4.893
2017,SC_LEE,4.891
2017,KY_BRACKEN,4.891
2017,CA_MENDOCINO,4.89
2017,KS_RILEY,4.889
2017,OK_MCCURTAIN,4.889
2017,OH_SUMMIT,4.889
2017,IN_DELAWARE,4.889
2017,SC_AIKEN,4.889
2017,CA_SANJOAQUIN,4.888
2017,FL_HILLSBOROUGH,4.888
2017,VA_BRISTOL,4.887
2017,VA_BRISTOLCITY,4.887
2017,FL_HOLMES,4.887
2017,MS_LAMAR,4.887
2017,NC_DUPLIN,4.886
2017,GA_CHATHAM,4.885
2017,MO_JACKSON,4.885
2017,OK_HUGHES,4.885
2017,IL_MACON,4.884
2017,MT_LAKE,4.884
2017,AL_LAUDERDALE,4.881
2017,VA_ESSEX,4.88
2017,WV_NICHOLAS,4.88
2017,NC_MADISON,4.88
2017,NV_MINERAL,4.879
2017,AL_CALHOUN,4.879
2017,OH_GREENE,4.879
2017,CA_SANDIEGO,4.877
2017,CA_CONTRACOSTA,4.877
2017,MT_DEERLODGE,4.877
2017,CO_LINCOLN,4.877
2017,GA_MUSCOGEE,4.877
2017,AR_CRAIGHEAD,4.877
2017,VA_BRUNSWICK,4.877
2017,RI_BRISTOL,4.877
2017,GA_HANCOCK,4.875
2017,LA_RICHLAND,4.874
2017,NM_SANTAFE,4.874
2017,ND_TOWNER,4.873
2017,TN_MARION,4.872
2017,NY_MONROE,4.871
2017,AL_BUTLER,4.87
2017,IN_MARION,4.869
2017,AL_RUSSELL,4.869
2017,MN_HENNEPIN,4.869
2017,IL_JEFFERSON,4.868
2017,NY_MONTGOMERY,4.867
2017,KY_WHITLEY,4.867
2017,AR_SEBASTIAN,4.866
